"시도교육청","지역교육청","지역","정보공시 학교코드","학교명","학교급코드","설립구분","제외여부","제외사유","주 출입구 접근로 설치여부","장애인 전용 주차구역 지정여부","주 출입구 높이차이 제거여부","출입구(문) 설치유무","복도","계단/승강기/경사로/휠체어리프트 유무","장애인용 대변기 설치여부","장애인용 소변기 설치여부","점자블록 설치여부","유도 및 안내설비 설치여부","경보 및 피난설비 설치여부"
"충청북도교육청","충청북도괴산증평교육지원청","충청북도 괴산군","S110000269","연풍중학교","03","공립","N","","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치"
"충청북도교육청","충청북도괴산증평교육지원청","충청북도 증평군","S110000271","증평여자중학교","03","공립","N","","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치"
"충청북도교육청","충청북도괴산증평교육지원청","충청북도 증평군","S110000272","증평중학교","03","공립","N","","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치"
"충청북도교육청","충청북도괴산증평교육지원청","충청북도 괴산군","S110000273","청안중학교","03","사립","N","","적정설치","적정설치","적정설치","적정설치","적정설치","단순설치","적정설치","적정설치","적정설치","적정설치","적정설치"
"충청북도교육청","충청북도괴산증평교육지원청","충청북도 괴산군","S110000274","청천중학교","03","공립","N","","단순설치","적정설치","단순설치","단순설치","단순설치","미설치","적정설치","적정설치","적정설치","적정설치","적정설치"
"충청북도교육청","충청북도괴산증평교육지원청","충청북도 괴산군","S110000275","칠성중학교","03","공립","N","","적정설치","적정설치","적정설치","미설치","적정설치","미설치","적정설치","적정설치","적정설치","적정설치","미설치"
"충청북도교육청","충청북도괴산증평교육지원청","충청북도 증평군","S110000277","형석중학교","03","사립","N","","적정설치","적정설치","적정설치","적정설치","미설치","미설치","적정설치","미설치","적정설치","적정설치","미설치"
"충청북도교육청","충청북도단양교육지원청","충청북도 단양군","S110000351","단성중학교","03","공립","N","","적정설치","적정설치","적정설치","단순설치","미설치","단순설치","단순설치","단순설치","단순설치","단순설치","적정설치"
"충청북도교육청","충청북도단양교육지원청","충청북도 단양군","S110000353","단양중학교","03","공립","N","","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치"
"충청북도교육청","충청북도단양교육지원청","충청북도 단양군","S110000354","매포중학교","03","공립","N","","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치"
"충청북도교육청","충청북도단양교육지원청","충청북도 단양군","S110000356","영춘중학교","03","공립","N","","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","미설치","적정설치","미설치","미설치"
"충청북도교육청","충청북도보은교육지원청","충청북도 보은군","S110000416","보덕중학교","03","공립","N","","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치"
"충청북도교육청","충청북도보은교육지원청","충청북도 보은군","S110000417","보은여자중학교","03","공립","N","","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치"
"충청북도교육청","충청북도보은교육지원청","충청북도 보은군","S110000418","보은중학교","03","공립","N","","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치"
"충청북도교육청","충청북도보은교육지원청","충청북도 보은군","S110000420","속리산중학교","03","공립","N","","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치"
"충청북도교육청","충청북도보은교육지원청","충청북도 보은군","S110000421","회인중학교","03","공립","N","","적정설치","적정설치","적정설치","미설치","미설치","미설치","적정설치","적정설치","적정설치","적정설치","미설치"
"충청북도교육청","충청북도영동교육지원청","충청북도 영동군","S110000483","심천중학교","03","사립","N","","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치"
"충청북도교육청","충청북도영동교육지원청","충청북도 영동군","S110000485","영동중학교","03","공립","N","","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","단순설치","적정설치","적정설치"
"충청북도교육청","충청북도영동교육지원청","충청북도 영동군","S110000487","영신중학교","03","사립","N","","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치"
"충청북도교육청","충청북도영동교육지원청","충청북도 영동군","S110000489","정수중학교","03","사립","N","","적정설치","적정설치","적정설치","적정설치","적정설치","미설치","적정설치","적정설치","적정설치","적정설치","적정설치"
"충청북도교육청","충청북도영동교육지원청","충청북도 영동군","S110000490","추풍령중학교","03","사립","N","","적정설치","적정설치","적정설치","적정설치","적정설치","미설치","적정설치","적정설치","적정설치","적정설치","적정설치"
"충청북도교육청","충청북도영동교육지원청","충청북도 영동군","S110000491","학산중학교","03","공립","N","","적정설치","적정설치","적정설치","적정설치","적정설치","단순설치","적정설치","적정설치","적정설치","적정설치","적정설치"
"충청북도교육청","충청북도옥천교육지원청","충청북도 옥천군","S110000560","안내중학교","03","공립","N","","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","단순설치","적정설치","적정설치"
"충청북도교육청","충청북도옥천교육지원청","충청북도 옥천군","S110000561","옥천여자중학교","03","공립","N","","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치"
"충청북도교육청","충청북도옥천교육지원청","충청북도 옥천군","S110000562","옥천중학교","03","공립","N","","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치"
"충청북도교육청","충청북도옥천교육지원청","충청북도 옥천군","S110000563","이원중학교","03","공립","N","","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치"
"충청북도교육청","충청북도옥천교육지원청","충청북도 옥천군","S110000565","청산중학교","03","공립","N","","적정설치","적정설치","적정설치","적정설치","적정설치","미설치","적정설치","적정설치","적정설치","적정설치","적정설치"
"충청북도교육청","충청북도음성교육지원청","충청북도 음성군","S110000614","감곡중학교","03","공립","N","","적정설치","적정설치","적정설치","적정설치","적정설치","미설치","적정설치","적정설치","적정설치","적정설치","미설치"
"충청북도교육청","충청북도음성교육지원청","충청북도 음성군","S110000616","대소중학교","03","공립","N","","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치"
"충청북도교육청","충청북도음성교육지원청","충청북도 음성군","S110000617","매괴여자중학교","03","사립","N","","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치"
"충청북도교육청","충청북도음성교육지원청","충청북도 음성군","S110000618","무극중학교","03","공립","N","","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치"
"충청북도교육청","충청북도음성교육지원청","충청북도 음성군","S110000619","삼성중학교","03","공립","N","","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치"
"충청북도교육청","충청북도음성교육지원청","충청북도 음성군","S110000620","생극중학교","03","사립","N","","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","미설치"
"충청북도교육청","충청북도음성교육지원청","충청북도 음성군","S110000621","음성여자중학교","03","공립","N","","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","단순설치","단순설치"
"충청북도교육청","충청북도음성교육지원청","충청북도 음성군","S110000622","음성중학교","03","공립","N","","적정설치","적정설치","단순설치","단순설치","적정설치","단순설치","단순설치","단순설치","단순설치","단순설치","단순설치"
"충청북도교육청","충청북도음성교육지원청","충청북도 음성군","S110000623","한일중학교","03","사립","N","","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치"
"충청북도교육청","충청북도제천교육지원청","충청북도 제천시","S110000665","대제중학교","03","사립","N","","적정설치","적정설치","적정설치","적정설치","적정설치","미설치","적정설치","적정설치","적정설치","적정설치","적정설치"
"충청북도교육청","충청북도제천교육지원청","충청북도 제천시","S110000666","백운중학교","03","공립","N","","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","미설치","적정설치"
"충청북도교육청","충청북도제천교육지원청","충청북도 제천시","S110000667","봉양중학교","03","공립","N","","적정설치","적정설치","적정설치","적정설치","적정설치","미설치","적정설치","적정설치","적정설치","적정설치","미설치"
"충청북도교육청","충청북도제천교육지원청","충청북도 제천시","S110000668","송학중학교","03","공립","N","","단순설치","적정설치","단순설치","단순설치","단순설치","미설치","적정설치","적정설치","적정설치","적정설치","단순설치"
"충청북도교육청","충청북도제천교육지원청","충청북도 제천시","S110000669","수산중학교","03","공립","N","","적정설치","적정설치","적정설치","미설치","적정설치","미설치","적정설치","적정설치","단순설치","적정설치","미설치"
"충청북도교육청","충청북도제천교육지원청","충청북도 제천시","S110000671","의림여자중학교","03","공립","N","","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치"
"충청북도교육청","충청북도제천교육지원청","충청북도 제천시","S110000672","제천덕산중학교","03","공립","N","","적정설치","적정설치","적정설치","적정설치","적정설치","단순설치","적정설치","적정설치","적정설치","적정설치","적정설치"
"충청북도교육청","충청북도제천교육지원청","충청북도 제천시","S110000673","제천동중학교","03","공립","N","","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","단순설치","적정설치"
"충청북도교육청","충청북도제천교육지원청","충청북도 제천시","S110000674","제천여자중학교","03","공립","N","","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치"
"충청북도교육청","충청북도제천교육지원청","충청북도 제천시","S110000675","제천중학교","03","공립","N","","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치"
"충청북도교육청","충청북도제천교육지원청","충청북도 제천시","S110000676","청풍중학교","03","공립","N","","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치"
"충청북도교육청","충청북도제천교육지원청","충청북도 제천시","S110000678","한송중학교","03","공립","N","","적정설치","적정설치","적정설치","적정설치","적정설치","단순설치","적정설치","적정설치","적정설치","적정설치","적정설치"
"충청북도교육청","충청북도진천교육지원청","충청북도 진천군","S110000763","광혜원중학교","03","공립","N","","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치"
"충청북도교육청","충청북도진천교육지원청","충청북도 진천군","S110000764","덕산중학교","03","공립","N","","적정설치","적정설치","적정설치","적정설치","미설치","적정설치","미설치","미설치","단순설치","미설치","미설치"
"충청북도교육청","충청북도진천교육지원청","충청북도 진천군","S110000766","이월중학교","03","공립","N","","단순설치","단순설치","단순설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","미설치","미설치"
"충청북도교육청","충청북도진천교육지원청","충청북도 진천군","S110000767","진천여자중학교","03","공립","N","","단순설치","적정설치","적정설치","적정설치","적정설치","단순설치","적정설치","미설치","적정설치","단순설치","단순설치"
"충청북도교육청","충청북도진천교육지원청","충청북도 진천군","S110000768","진천중학교","03","공립","N","","적정설치","적정설치","단순설치","단순설치","적정설치","적정설치","적정설치","적정설치","적정설치","단순설치","적정설치"
"충청북도교육청","충청북도청주교육지원청","충청북도 청주시 상당구","S110000798","가덕중학교","03","공립","N","","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치"
"충청북도교육청","충청북도청주교육지원청","충청북도 청주시 청원구","S110000799","내수중학교","03","공립","N","","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치"
"충청북도교육청","충청북도청주교육지원청","충청북도 청주시 상당구","S110000800","문의중학교","03","공립","N","","적정설치","적정설치","적정설치","적정설치","적정설치","단순설치","적정설치","적정설치","적정설치","적정설치","적정설치"
"충청북도교육청","충청북도청주교육지원청","충청북도 청주시 상당구","S110000801","미원중학교","03","공립","N","","적정설치","적정설치","적정설치","적정설치","적정설치","미설치","적정설치","미설치","적정설치","미설치","미설치"
"충청북도교육청","충청북도청주교육지원청","충청북도 청주시 청원구","S110000804","오창중학교","03","공립","N","","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치"
"충청북도교육청","충청북도청주교육지원청","충청북도 청주시 흥덕구","S110000806","옥산중학교","03","공립","N","","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","미설치","적정설치","적정설치"
"충청북도교육청","충청북도청주교육지원청","충청북도 청주시 서원구","S110000807","현도중학교","03","공립","N","","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","미설치"
"충청북도교육청","충청북도청주교육지원청","충청북도 청주시 흥덕구","S110000892","가경중학교","03","공립","N","","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치"
"충청북도교육청","충청북도청주교육지원청","충청북도 청주시 흥덕구","S110000893","경덕중학교","03","공립","N","","단순설치","적정설치","적정설치","적정설치","적정설치","단순설치","적정설치","적정설치","단순설치","단순설치","단순설치"
"충청북도교육청","충청북도청주교육지원청","충청북도 청주시 서원구","S110000894","남성중학교","03","공립","N","","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","미설치","적정설치"
"충청북도교육청","충청북도청주교육지원청","충청북도 청주시 상당구","S110000895","대성여자중학교","03","사립","N","","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치"
"충청북도교육청","충청북도청주교육지원청","충청북도 청주시 흥덕구","S110000896","대성중학교","03","사립","N","","적정설치","적정설치","단순설치","단순설치","단순설치","미설치","적정설치","적정설치","미설치","미설치","미설치"
"충청북도교육청","충청북도청주교육지원청","충청북도 청주시 흥덕구","S110000898","복대중학교","03","공립","N","","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치"
"충청북도교육청","충청북도청주교육지원청","충청북도 청주시 흥덕구","S110000899","봉명중학교","03","공립","N","","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치"
"충청북도교육청","충청북도청주교육지원청","충청북도 청주시 흥덕구","S110000901","서원중학교","03","공립","N","","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치"
"충청북도교육청","충청북도청주교육지원청","충청북도 청주시 서원구","S110000902","세광중학교","03","사립","N","","적정설치","적정설치","적정설치","미설치","단순설치","적정설치","적정설치","적정설치","단순설치","미설치","적정설치"
"충청북도교육청","충청북도청주교육지원청","충청북도 청주시 서원구","S110000903","수곡중학교","03","공립","N","","적정설치","적정설치","적정설치","단순설치","적정설치","적정설치","단순설치","적정설치","단순설치","단순설치","단순설치"
"충청북도교육청","충청북도청주교육지원청","충청북도 청주시 상당구","S110000905","용암중학교","03","공립","N","","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치"
"충청북도교육청","충청북도청주교육지원청","충청북도 청주시 서원구","S110000906","운호중학교","03","사립","N","","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치"
"충청북도교육청","충청북도청주교육지원청","충청북도 청주시 상당구","S110000907","원봉중학교","03","공립","N","","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치"
"충청북도교육청","충청북도청주교육지원청","충청북도 청주시 청원구","S110000908","율량중학교","03","공립","N","","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치"
"충청북도교육청","충청북도청주교육지원청","충청북도 청주시 상당구","S110000909","일신여자중학교","03","사립","N","","적정설치","적정설치","적정설치","적정설치","단순설치","적정설치","단순설치","단순설치","단순설치","단순설치","단순설치"
"충청북도교육청","충청북도청주교육지원청","충청북도 청주시 청원구","S110000910","주성중학교","03","공립","N","","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치"
"충청북도교육청","충청북도청주교육지원청","충청북도 청주시 상당구","S110000912","청운중학교","03","공립","N","","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치"
"충청북도교육청","충청북도청주교육지원청","충청북도 청주시 서원구","S110000914","청주남중학교","03","공립","N","","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","미설치","적정설치","적정설치","적정설치"
"충청북도교육청","충청북도청주교육지원청","충청북도 청주시 상당구","S110000915","청주동중학교","03","공립","N","","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치"
"충청북도교육청","충청북도청주교육지원청","충청북도 청주시 서원구","S110000919","청주여자중학교","03","공립","N","","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치"
"충청북도교육청","충청북도청주교육지원청","충청북도 청주시 청원구","S110000920","청주중앙여자중학교","03","공립","N","","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","미설치","적정설치","적정설치","적정설치"
"충청북도교육청","충청북도청주교육지원청","충청북도 청주시 청원구","S110000921","청주중앙중학교","03","공립","N","","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치"
"충청북도교육청","충청북도청주교육지원청","충청북도 청주시 상당구","S110000922","청주중학교","03","공립","N","","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치"
"충청북도교육청","충청북도청주교육지원청","충청북도 청주시 서원구","S110000923","충북여자중학교","03","사립","N","","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치"
"충청북도교육청","충청북도충주교육지원청","충청북도 충주시","S110000980","노은중학교","03","공립","N","","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치"
"충청북도교육청","충청북도충주교육지원청","충청북도 충주시","S110000981","충주미덕중학교","03","사립","N","","적정설치","적정설치","적정설치","적정설치","적정설치","단순설치","적정설치","적정설치","미설치","적정설치","적정설치"
"충청북도교육청","충청북도충주교육지원청","충청북도 충주시","S110000982","산척중학교","03","공립","N","","적정설치","적정설치","적정설치","적정설치","적정설치","단순설치","적정설치","적정설치","미설치","적정설치","적정설치"
"충청북도교육청","충청북도충주교육지원청","충청북도 충주시","S110000983","수안보중학교","03","공립","N","","적정설치","단순설치","단순설치","미설치","미설치","미설치","적정설치","적정설치","단순설치","적정설치","단순설치"
"충청북도교육청","충청북도충주교육지원청","충청북도 충주시","S110000984","신니중학교","03","공립","N","","적정설치","적정설치","적정설치","적정설치","적정설치","미설치","적정설치","적정설치","적정설치","적정설치","적정설치"
"충청북도교육청","충청북도충주교육지원청","충청북도 충주시","S110000985","신명중학교","03","사립","N","","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치"
"충청북도교육청","충청북도충주교육지원청","충청북도 충주시","S110000986","앙성중학교","03","공립","N","","적정설치","적정설치","적정설치","적정설치","적정설치","미설치","미설치","적정설치","적정설치","적정설치","적정설치"
"충청북도교육청","충청북도충주교육지원청","충청북도 충주시","S110000988","주덕중학교","03","공립","N","","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치"
"충청북도교육청","충청북도충주교육지원청","충청북도 충주시","S110000989","중원중학교","03","공립","N","","적정설치","단순설치","적정설치","적정설치","적정설치","미설치","적정설치","적정설치","적정설치","적정설치","적정설치"
"충청북도교육청","충청북도충주교육지원청","충청북도 충주시","S110000990","충일중학교","03","공립","N","","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치"
"충청북도교육청","충청북도충주교육지원청","충청북도 충주시","S110000991","충주북여자중학교","03","사립","N","","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치"
"충청북도교육청","충청북도충주교육지원청","충청북도 충주시","S110000992","충주여자중학교","03","공립","N","","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","미설치","적정설치","적정설치"
"충청북도교육청","충청북도충주교육지원청","충청북도 충주시","S110000993","충주예성여자중학교","03","공립","N","","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치"
"충청북도교육청","충청북도충주교육지원청","충청북도 충주시","S110000994","충주중앙중학교","03","공립","N","","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","단순설치","적정설치","미설치","적정설치","적정설치"
"충청북도교육청","충청북도충주교육지원청","충청북도 충주시","S110000996","충주중학교","03","공립","N","","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치"
"충청북도교육청","충청북도충주교육지원청","충청북도 충주시","S110001842","칠금중학교","03","공립","N","","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치"
"충청북도교육청","충청북도충주교육지원청","충청북도 충주시","S110001843","탄금중학교","03","공립","N","","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치"
"충청북도교육청","충청북도제천교육지원청","충청북도 제천시","S110001844","내토중학교","03","공립","N","","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","미설치","적정설치"
"충청북도교육청","충청북도청주교육지원청","충청북도 청주시 서원구","S110001846","원평중학교","03","공립","N","","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치"
"충청북도교육청","충청북도청주교육지원청","충청북도 청주시 흥덕구","S110001847","서경중학교","03","공립","N","","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치"
"충청북도교육청","충청북도청주교육지원청","충청북도 청주시 상당구","S110001873","금천중학교","03","공립","N","","적정설치","적정설치","단순설치","적정설치","단순설치","단순설치","단순설치","단순설치","단순설치","단순설치","단순설치"
"충청북도교육청","충청북도청주교육지원청","충청북도 청주시 상당구","S110001875","운동중학교","03","공립","N","","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","미설치","적정설치","적정설치","적정설치"
"충청북도교육청","충청북도청주교육지원청","충청북도 청주시 상당구","S110001876","용성중학교","03","공립","N","","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치"
"충청북도교육청","충청북도청주교육지원청","충청북도 청주시 흥덕구","S110001877","송절중학교","03","공립","N","","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치"
"충청북도교육청","충청북도청주교육지원청","충청북도 청주시 서원구","S110001880","산남중학교","03","공립","N","","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치"
"충청북도교육청","충청북도청주교육지원청","충청북도 청주시 서원구","S110001881","성화중학교","03","공립","N","","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치"
"충청북도교육청","충청북도청주교육지원청","충청북도 청주시 청원구","S110001885","각리중학교","03","공립","N","","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치"
"충청북도교육청","충청북도청주교육지원청","충청북도 청주시 흥덕구","S110001918","오송중학교","03","공립","N","","적정설치","적정설치","적정설치","적정설치","미설치","적정설치","적정설치","미설치","적정설치","미설치","적정설치"
"충청북도교육청","충청북도청주교육지원청","충청북도 청주시 흥덕구","S110001954","서현중학교","03","공립","N","","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","미설치","적정설치","적정설치","적정설치"
"충청북도교육청","충청북도청주교육지원청","충청북도 청주시 흥덕구","S110001957","솔밭중학교","03","공립","N","","적정설치","적정설치","적정설치","적정설치","미설치","적정설치","적정설치","미설치","적정설치","적정설치","적정설치"
"충청북도교육청","충청북도음성교육지원청","충청북도 음성군","S110001997","동성중학교","03","공립","N","","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치"
"충청북도교육청","충청북도청주교육지원청","충청북도 청주시 청원구","S110002002","양청중학교","03","공립","N","","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","단순설치","적정설치","적정설치"
"충청북도교육청","충청북도괴산증평교육지원청","충청북도 괴산군","S110002131","괴산오성중학교","03","공립","N","","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","단순설치","적정설치"
"충청북도교육청","충청북도영동교육지원청","충청북도 영동군","S110002161","새너울중학교","03","공립","N","","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치"
"충청북도교육청","충청북도단양교육지원청","충청북도 단양군","S110002170","단양소백산중학교","03","공립","N","","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치"
"충청북도교육청","충청북도진천교육지원청","충청북도 진천군","S110002172","서전중학교","03","공립","N","","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치"
"충청북도교육청","충청북도충주교육지원청","충청북도 충주시","S110002212","중앙탑중학교","03","공립","N","","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치"
"충청남도교육청","교육부","충청남도 공주시","S000003501","공주대학교사범대학부설중학교","03","국립","N","","단순설치","단순설치","단순설치","단순설치","단순설치","단순설치","단순설치","단순설치","단순설치","단순설치","단순설치"
"충청남도교육청","충청남도공주교육지원청","충청남도 공주시","S120000277","경천중학교","03","사립","N","","적정설치","적정설치","적정설치","적정설치","미설치","미설치","적정설치","적정설치","적정설치","적정설치","미설치"
"충청남도교육청","충청남도공주교육지원청","충청남도 공주시","S120000278","공주북중학교","03","사립","N","","적정설치","적정설치","적정설치","미설치","적정설치","미설치","적정설치","미설치","미설치","적정설치","적정설치"
"충청남도교육청","충청남도공주교육지원청","충청남도 공주시","S120000279","공주여자중학교","03","공립","N","","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치"
"충청남도교육청","충청남도공주교육지원청","충청남도 공주시","S120000280","공주영명중학교","03","사립","N","","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치"
"충청남도교육청","충청남도공주교육지원청","충청남도 공주시","S120000281","공주중학교","03","공립","N","","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","미설치"
"충청남도교육청","충청남도공주교육지원청","충청남도 공주시","S120000282","반포중학교","03","공립","N","","적정설치","적정설치","적정설치","적정설치","미설치","미설치","적정설치","적정설치","적정설치","적정설치","적정설치"
