"시도교육청","지역교육청","지역","정보공시 학교코드","학교명","학교급코드","설립구분","제외여부","제외사유","유초등부-유 학급수","유초등부-유 학생수","유초등부-유 학급당 학생수","유초등부-유-순회 학급수","유초등부-유-순회 학생수","유초등부-유-순회 학급당 학생수","유초등부-1학년 학급수","유초등부-1학년 학생수","유초등부-1학년 학급당 학생수","유초등부-2학년 학급수","유초등부-2학년 학생수","유초등부-2학년 학급당 학생수","유초등부-3학년 학급수","유초등부-3학년 학생수","유초등부-3학년 학급당 학생수","유초등부-4학년 학급수","유초등부-4학년 학생수","유초등부-4학년 학급당 학생수","유초등부-5학년 학급수","유초등부-5학년 학생수","유초등부-5학년 학급당 학생수","유초등부-6학년 학급수","유초등부-6학년 학생수","유초등부-6학년 학급당 학생수","유초등부-초-순회 학급수","유초등부-초-순회 학생수","유초등부-초-순회 학급당 학생수","유초등부 학급수(계)","유초등부 학생수(계)","유초등부 학급당 학생수(계)","중등부-1학년 학급수","중등부-1학년 학생수","중등부-1학년 학급당 학생수","중등부-2학년 학급수","중등부-2학년 학생수","중등부-2학년 학급당 학생수","중등부-3학년 학급수","중등부-3학년 학생수","중등부-3학년 학급당 학생수","중등부-순회 학급수","중등부-순회 학생수","중등부-순회 학급당 학생수","중등부 학급수(계)","중등부 학생수(계)","중등부 학급당 학생수(계)","고등부-1학년 학급수","고등부-1학년 학생수","고등부-1학년 학급당 학생수","고등부-2학년 학급수","고등부-2학년 학생수","고등부-2학년 학급당 학생수","고등부-3학년 학급수","고등부-3학년 학생수","고등부-3학년 학급당 학생수","고등부-순회 학급수","고등부-순회 학생수","고등부-순회 학급당 학생수","고등부 학급수(계)","고등부 학생수(계)","고등부 학급당 학생수(계)","전공과 학급수","전공과 학생수","전공과 학급당 학생수","총계 학급수","총계 학생수","총계 학급당 학생수","교사수","수업교원 1인당 학생수"
"경상북도교육청","경상북도교육청","경상북도 안동시","S150003798","안동진명학교","05","사립","N","","5","17","3.4","0","0","0","2","5","2.5","2","8","4","2","10","5","2","4","2","2","5","2.5","2","10","5","0","0","0","17","59","3.5","3","14","4.7","3","4","1.3","3","20","6.7","0","0","0","9","38","4.2","3","17","5.7","3","17","5.7","3","23","7.7","0","0","0","9","57","6.3","4","38","9.5","39","192","4.9","53","2.6"
"경상북도교육청","경상북도교육청","경상북도 포항시 북구","S150003801","포항명도학교","05","사립","N","","0","0","0","0","0","0","1","4","4","2","8","4","3","9","3","3","16","5.3","1","6","6","2","9","4.5","0","0","0","12","52","4.3","3","13","4.3","3","14","4.7","2","8","4","0","0","0","8","35","4.4","2","14","7","3","19","6.3","3","15","5","0","0","0","8","48","6","8","82","10.3","36","217","6","60","2.3"
"경상북도교육청","경상북도교육청","경상북도 경산시","S150006368","경산자인학교","05","공립","N","","1","1","1","0","0","0","1","6","6","3","13","4.3","1","1","1","3","15","5","2","8","4","3","17","5.7","0","0","0","14","61","4.4","3","14","4.7","2","9","4.5","2","10","5","0","0","0","7","33","4.7","2","12","6","3","17","5.7","1","8","8","0","0","0","6","37","6.2","2","21","10.5","29","152","5.2","49","2.7"
"경상북도교육청","경상북도교육청","경상북도 포항시 북구","S150006378","한동글로벌학교","05","사립","Y","본교는 해당항목에 대해서 통계자료가 없으므로 제외함.","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0"
"경상남도교육청","경상남도교육청","경상남도 거제시","S160003069","거제애광학교","05","사립","N","","2","6","3","0","0","0","2","8","4","3","13","4.3","2","8","4","1","5","5","1","4","4","2","8","4","2","6","3","15","58","3.9","3","13","4.3","1","5","5","2","11","5.5","1","2","2","7","31","4.4","1","7","7","2","13","6.5","2","11","5.5","2","11","5.5","7","42","6","2","19","9.5","31","150","4.8","44","2.8"
"경상남도교육청","경상남도교육청","경상남도 의령군","S160003071","경남은광학교","05","공립","N","","0","0","0","0","0","0","0","0","0","1","3","3","0","0","0","1","3","3","1","3","3","1","2","2","0","0","0","4","11","2.8","1","2","2","1","5","5","2","8","4","0","0","0","4","15","3.8","2","5","2.5","2","11","5.5","2","11","5.5","0","0","0","6","27","4.5","4","31","7.8","18","84","4.7","29","1.8"
"경상남도교육청","경상남도교육청","경상남도 김해시","S160003072","김해은혜학교","05","공립","N","","1","4","4","0","0","0","2","7","3.5","2","9","4.5","3","13","4.3","3","13","4.3","2","11","5.5","3","14","4.7","1","4","4","17","75","4.4","4","21","5.3","3","16","5.3","3","17","5.7","1","2","2","11","56","5.1","3","20","6.7","3","18","6","4","21","5.3","0","0","0","10","59","5.9","6","54","9","44","244","5.5","68","2.7"
"경상남도교육청","경상남도교육청","경상남도 창원시 성산구","S160003073","창원천광학교","05","공립","N","","1","5","5","0","0","0","3","11","3.7","2","10","5","4","18","4.5","2","6","3","2","11","5.5","4","21","5.3","2","4","2","20","86","4.3","3","13","4.3","3","14","4.7","4","16","4","1","2","2","11","45","4.1","5","24","4.8","3","16","5.3","3","18","6","0","0","0","11","58","5.3","6","44","7.3","48","233","4.9","73","2.5"
"경상남도교육청","경상남도교육청","경상남도 창원시 마산회원구","S160003074","경남혜림학교","05","공립","N","","1","3","3","0","0","0","2","9","4.5","3","13","4.3","3","15","5","2","10","5","3","15","5","2","10","5","3","12","4","19","87","4.6","4","23","5.8","4","22","5.5","3","13","4.3","1","4","4","12","62","5.2","4","24","6","5","32","6.4","6","36","6","1","6","6","16","98","6.1","6","53","8.8","53","300","5.7","87","2.8"
"경상남도교육청","경상남도교육청","경상남도 진주시","S160003081","진주혜광학교","05","공립","N","","0","0","0","0","0","0","1","5","5","2","7","3.5","1","4","4","2","8","4","2","7","3.5","1","5","5","2","2","1","11","38","3.5","3","17","5.7","2","10","5","4","19","4.8","0","0","0","9","46","5.1","3","20","6.7","3","16","5.3","4","21","5.3","1","2","2","11","59","5.4","8","71","8.9","39","214","5.5","63","2.3"
"경상남도교육청","경상남도교육청","경상남도 통영시","S160003410","통영잠포학교","05","공립","N","","0","0","0","0","0","0","1","2","2","2","7","3.5","1","5","5","1","2","2","1","4","4","0","0","0","1","3","3","7","23","3.3","2","7","3.5","2","7","3.5","2","10","5","0","0","0","6","24","4","2","8","4","2","9","4.5","2","12","6","1","4","4","7","33","4.7","3","31","10.3","23","111","4.8","38","2.1"
"경상남도교육청","경상남도교육청","경상남도 양산시","S160003451","양산희망학교","05","공립","N","","0","0","0","0","0","0","1","6","6","3","14","4.7","2","7","3.5","1","6","6","1","4","4","1","5","5","3","7","2.3","12","49","4.1","2","11","5.5","3","15","5","3","14","4.7","1","2","2","9","42","4.7","3","18","6","2","12","6","3","19","6.3","3","9","3","11","58","5.3","4","31","7.8","36","180","5","57","2.6"
"경상남도교육청","경상남도교육청","경상남도 창원시 마산합포구","S160003863","창원동백학교","05","사립","N","","3","8","2.7","0","0","0","1","4","4","1","4","4","1","5","5","1","3","3","1","3","3","1","5","5","0","0","0","9","32","3.6","1","2","2","1","3","3","1","4","4","0","0","0","3","9","3","1","5","5","1","2","2","1","4","4","0","0","0","3","11","3.7","0","0","0","15","52","3.5","23","1.9"
"경상남도교육청","경상남도교육청","경상남도 거창군","S160003927","거창나래학교","05","공립","N","","1","3","3","0","0","0","1","4","4","0","0","0","0","0","0","1","4","4","0","0","0","0","0","0","0","0","0","3","11","3.7","2","7","3.5","1","2","2","0","0","0","0","0","0","3","9","3","1","4","4","1","2","2","0","0","0","0","0","0","2","6","3","1","10","10","9","36","4","15","1.5"
"제주특별자치도교육청","제주특별자치도교육청","제주특별자치도 제주시","S170000512","제주영지학교","05","공립","N","","1","2","2","0","0","0","2","9","4.5","2","11","5.5","3","14","4.7","2","12","6","3","15","5","3","14","4.7","3","8","2.7","19","85","4.5","1","6","6","3","15","5","3","14","4.7","2","6","3","9","41","4.6","1","5","5","4","15","3.8","3","11","3.7","2","7","3.5","10","38","3.8","3","23","7.7","41","187","4.6","61","2.7"
"제주특별자치도교육청","제주특별자치도교육청","제주특별자치도 제주시","S170000513","제주영송학교","05","사립","N","","0","0","0","0","0","0","2","7","3.5","2","9","4.5","2","11","5.5","2","7","3.5","1","6","6","2","12","6","0","0","0","11","52","4.7","2","12","6","2","11","5.5","3","13","4.3","0","0","0","7","36","5.1","4","22","5.5","3","18","6","3","17","5.7","0","0","0","10","57","5.7","2","19","9.5","30","164","5.5","49","3"
"제주특별자치도교육청","제주특별자치도교육청","제주특별자치도 서귀포시","S170000790","서귀포온성학교","05","공립","N","","2","6","3","0","0","0","1","2","2","2","9","4.5","1","5","5","0","0","0","1","5","5","1","5","5","2","6","3","10","38","3.8","2","8","4","1","1","1","2","9","4.5","0","0","0","5","18","3.6","2","9","4.5","2","9","4.5","1","4","4","1","2","2","6","24","4","2","18","9","23","98","4.3","34","2.2"
