"시도교육청","지역교육청","지역","정보공시 학교코드","학교명","학교급코드","설립구분","제외여부","제외사유","유초등부-유 학급수","유초등부-유 학생수","유초등부-유 학급당 학생수","유초등부-유-순회 학급수","유초등부-유-순회 학생수","유초등부-유-순회 학급당 학생수","유초등부-1학년 학급수","유초등부-1학년 학생수","유초등부-1학년 학급당 학생수","유초등부-2학년 학급수","유초등부-2학년 학생수","유초등부-2학년 학급당 학생수","유초등부-3학년 학급수","유초등부-3학년 학생수","유초등부-3학년 학급당 학생수","유초등부-4학년 학급수","유초등부-4학년 학생수","유초등부-4학년 학급당 학생수","유초등부-5학년 학급수","유초등부-5학년 학생수","유초등부-5학년 학급당 학생수","유초등부-6학년 학급수","유초등부-6학년 학생수","유초등부-6학년 학급당 학생수","유초등부-초-순회 학급수","유초등부-초-순회 학생수","유초등부-초-순회 학급당 학생수","유초등부 학급수(계)","유초등부 학생수(계)","유초등부 학급당 학생수(계)","중등부-1학년 학급수","중등부-1학년 학생수","중등부-1학년 학급당 학생수","중등부-2학년 학급수","중등부-2학년 학생수","중등부-2학년 학급당 학생수","중등부-3학년 학급수","중등부-3학년 학생수","중등부-3학년 학급당 학생수","중등부-순회 학급수","중등부-순회 학생수","중등부-순회 학급당 학생수","중등부 학급수(계)","중등부 학생수(계)","중등부 학급당 학생수(계)","고등부-1학년 학급수","고등부-1학년 학생수","고등부-1학년 학급당 학생수","고등부-2학년 학급수","고등부-2학년 학생수","고등부-2학년 학급당 학생수","고등부-3학년 학급수","고등부-3학년 학생수","고등부-3학년 학급당 학생수","고등부-순회 학급수","고등부-순회 학생수","고등부-순회 학급당 학생수","고등부 학급수(계)","고등부 학생수(계)","고등부 학급당 학생수(계)","전공과 학급수","전공과 학생수","전공과 학급당 학생수","총계 학급수","총계 학생수","총계 학급당 학생수","교사수","수업교원 1인당 학생수"
"서울특별시교육청","교육부","서울특별시 종로구","S000003545","서울농학교","05","국립","N","","3","5","1.7","0","0","0","1","3","3","1","1","1","1","4","4","1","2","2","1","2","2","1","4","4","0","0","0","9","21","2.3","2","6","3","2","6","3","2","6","3","0","0","0","6","18","3","2","7","3.5","3","15","5","3","12","4","0","0","0","8","34","4.3","4","18","4.5","27","91","3.4","49","1.4"
"서울특별시교육청","교육부","서울특별시 마포구","S000003553","한국우진학교","05","국립","N","","2","9","4.5","1","5","5","2","10","5","2","7","3.5","2","9","4.5","2","8","4","1","6","6","2","8","4","4","10","2.5","18","72","4","2","12","6","2","9","4.5","2","12","6","1","2","2","7","35","5","3","13","4.3","3","16","5.3","3","15","5","1","2","2","10","46","4.6","4","24","6","39","177","4.5","66","2.1"
"서울특별시교육청","교육부","서울특별시 종로구","S000003610","서울맹학교","05","국립","N","","5","14","2.8","0","0","0","2","9","4.5","1","4","4","1","2","2","2","3","1.5","1","2","2","1","7","7","0","0","0","13","41","3.2","2","5","2.5","2","6","3","3","18","6","0","0","0","7","29","4.1","3","19","6.3","2","14","7","3","17","5.7","0","0","0","8","50","6.3","11","89","8.1","39","209","5.4","68","1.6"
"서울특별시교육청","서울특별시교육청","서울특별시 송파구","S010000663","광성하늘빛학교","05","사립","N","","7","27","3.9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","27","3.9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","27","3.9","13","0"
"서울특별시교육청","서울특별시교육청","서울특별시 동작구","S010000664","누리학교","05","사립","N","","7","31","4.4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","31","4.4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","31","4.4","11","0"
"서울특별시교육청","서울특별시교육청","서울특별시 강서구","S010000665","교남학교","05","사립","N","","0","0","0","0","0","0","1","7","7","1","6","6","1","6","6","1","7","7","1","6","6","1","7","7","0","0","0","6","39","6.5","1","6","6","2","11","5.5","1","7","7","0","0","0","4","24","6","2","11","5.5","1","9","9","1","11","11","0","0","0","4","31","7.8","2","14","7","16","108","6.8","28","3.4"
"서울특별시교육청","서울특별시교육청","서울특별시 서초구","S010000667","다니엘학교","05","사립","N","","1","1","1","0","0","0","2","12","6","2","16","8","2","16","8","2","14","7","2","14","7","2","14","7","0","0","0","13","87","6.7","2","12","6","2","14","7","2","13","6.5","0","0","0","6","39","6.5","2","16","8","2","17","8.5","2","17","8.5","0","0","0","6","50","8.3","4","28","7","29","204","7","51","3.4"
"서울특별시교육청","서울특별시교육청","서울특별시 강남구","S010000669","밀알학교","05","사립","N","","1","3","3","0","0","0","2","14","7","2","12","6","2","12","6","2","12","6","2","13","6.5","2","12","6","0","0","0","13","78","6","2","14","7","2","14","7","2","12","6","0","0","0","6","40","6.7","2","12","6","2","16","8","3","17","5.7","0","0","0","7","45","6.4","4","30","7.5","30","193","6.4","52","3.1"
"서울특별시교육청","서울특별시교육청","서울특별시 관악구","S010000670","서울새롬학교","05","사립","N","","1","6","6","1","7","7","1","4","4","1","3","3","1","5","5","1","7","7","1","3","3","1","3","3","3","17","5.7","11","55","5","1","2","2","1","4","4","1","5","5","2","2","1","5","13","2.6","0","0","0","0","0","0","0","0","0","1","5","5","1","5","5","0","0","0","17","73","4.3","31","1.9"
"서울특별시교육청","서울특별시교육청","서울특별시 광진구","S010000671","서울광진학교","05","공립","N","","0","0","0","0","0","0","1","2","2","1","4","4","1","7","7","1","6","6","2","11","5.5","1","5","5","0","0","0","7","35","5","2","12","6","2","10","5","2","10","5","0","0","0","6","32","5.3","2","15","7.5","3","16","5.3","3","19","6.3","0","0","0","8","50","6.3","4","30","7.5","25","147","5.9","43","2.7"
"서울특별시교육청","서울특별시교육청","서울특별시 노원구","S010000673","서울동천학교","05","사립","N","","1","4","4","0","0","0","2","12","6","2","12","6","3","18","6","2","13","6.5","2","13","6.5","2","12","6","0","0","0","14","84","6","2","11","5.5","3","15","5","3","18","6","0","0","0","8","44","5.5","3","18","6","3","22","7.3","3","24","8","0","0","0","9","64","7.1","4","31","7.8","35","223","6.4","58","3.2"
"서울특별시교육청","서울특별시교육청","서울특별시 동작구","S010000676","서울삼성학교","05","사립","N","","4","23","5.8","0","0","0","1","2","2","1","1","1","2","8","4","1","7","7","1","6","6","2","11","5.5","0","0","0","12","58","4.8","1","6","6","1","5","5","1","4","4","0","0","0","3","15","5","2","16","8","2","11","5.5","2","9","4.5","0","0","0","6","36","6","0","0","0","21","109","5.2","35","2.5"
"서울특별시교육청","서울특별시교육청","서울특별시 강북구","S010000677","서울애화학교","05","사립","N","","4","20","5","0","0","0","1","3","3","1","3","3","1","3","3","0","0","0","0","0","0","1","5","5","0","0","0","8","34","4.3","2","9","4.5","2","10","5","2","15","7.5","0","0","0","6","34","5.7","2","15","7.5","2","7","3.5","2","10","5","0","0","0","6","32","5.3","4","30","7.5","24","130","5.4","42","1.9"
"서울특별시교육청","서울특별시교육청","서울특별시 도봉구","S010000678","서울인강학교","05","사립","N","","0","0","0","0","0","0","1","5","5","2","8","4","2","11","5.5","1","5","5","1","4","4","2","7","3.5","0","0","0","9","40","4.4","2","12","6","1","5","5","2","9","4.5","0","0","0","5","26","5.2","1","6","6","1","7","7","3","14","4.7","0","0","0","5","27","5.4","5","31","6.2","24","124","5.2","44","2.1"
"서울특별시교육청","서울특별시교육청","서울특별시 관악구","S010000679","서울정문학교","05","공립","N","","0","0","0","0","0","0","2","12","6","2","12","6","2","13","6.5","2","11","5.5","2","13","6.5","2","10","5","0","0","0","12","71","5.9","2","12","6","2","12","6","3","13","4.3","1","3","3","8","40","5","3","16","5.3","3","20","6.7","3","18","6","1","2","2","10","56","5.6","4","28","7","34","195","5.7","55","3"
"서울특별시교육청","서울특별시교육청","서울특별시 노원구","S010000680","서울정민학교","05","공립","N","","1","3","3","4","15","3.8","2","5","2.5","1","4","4","2","7","3.5","3","16","5.3","2","11","5.5","1","6","6","6","22","3.7","22","89","4","5","21","4.2","3","15","5","2","7","3.5","2","6","3","12","49","4.1","3","16","5.3","2","11","5.5","4","20","5","5","17","3.4","14","64","4.6","5","25","5","53","227","4.3","79","2.3"
"서울특별시교육청","서울특별시교육청","서울특별시 강북구","S010000681","서울정인학교","05","공립","N","","0","0","0","0","0","0","2","9","4.5","3","14","4.7","2","10","5","2","8","4","2","11","5.5","2","9","4.5","1","2","2","14","63","4.5","2","8","4","2","8","4","2","8","4","0","0","0","6","24","4","2","11","5.5","4","19","4.8","4","22","5.5","0","0","0","10","52","5.2","6","31","5.2","36","170","4.7","58","2.4"
"서울특별시교육청","서울특별시교육청","서울특별시 구로구","S010000682","서울정진학교","05","공립","N","","0","0","0","1","5","5","2","10","5","2","11","5.5","2","14","7","2","10","5","2","10","5","3","16","5.3","4","9","2.3","18","85","4.7","4","20","5","4","18","4.5","4","26","6.5","0","0","0","12","64","5.3","4","28","7","4","25","6.3","6","40","6.7","1","2","2","15","95","6.3","7","48","6.9","52","292","5.6","85","2.8"
"서울특별시교육청","서울특별시교육청","서울특별시 구로구","S010000683","성베드로학교","05","사립","N","","0","0","0","0","0","0","2","12","6","2","12","6","2","12","6","2","12","6","2","13","6.5","2","12","6","0","0","0","12","73","6.1","2","12","6","2","14","7","2","13","6.5","0","0","0","6","39","6.5","2","14","7","2","13","6.5","2","16","8","0","0","0","6","43","7.2","2","12","6","26","167","6.4","44","3.5"
"서울특별시교육청","서울특별시교육청","서울특별시 종로구","S010000684","수도사랑의학교","05","사립","N","","7","26","3.7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","26","3.7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","26","3.7","11","0"
"서울특별시교육청","서울특별시교육청","서울특별시 서대문구","S010000686","연세대학교재활학교","05","사립","N","","1","5","5","1","3","3","1","7","7","1","7","7","1","5","5","1","7","7","1","5","5","1","5","5","0","0","0","8","44","5.5","1","7","7","1","7","7","1","4","4","0","0","0","3","18","6","2","9","4.5","1","6","6","1","7","7","1","4","4","5","26","5.2","2","14","7","18","102","5.7","30","2.7"
"서울특별시교육청","서울특별시교육청","서울특별시 강남구","S010000688","서울정애학교","05","공립","N","","0","0","0","4","11","2.8","1","6","6","2","9","4.5","1","6","6","1","7","7","1","6","6","1","6","6","5","17","3.4","16","68","4.3","2","14","7","3","15","5","2","10","5","3","11","3.7","10","50","5","2","13","6.5","2","12","6","2","14","7","1","2","2","7","41","5.9","4","27","6.8","37","186","5","61","2.4"
"서울특별시교육청","서울특별시교육청","서울특별시 강동구","S010000691","주몽학교","05","사립","N","","2","5","2.5","0","0","0","2","9","4.5","2","13","6.5","2","12","6","2","5","2.5","2","11","5.5","2","14","7","0","0","0","14","69","4.9","2","11","5.5","2","14","7","2","16","8","0","0","0","6","41","6.8","2","12","6","2","15","7.5","2","14","7","0","0","0","6","41","6.8","4","20","5","30","171","5.7","51","2.9"
"서울특별시교육청","서울특별시교육청","서울특별시 강동구","S010000694","한국구화학교","05","사립","N","","2","6","3","0","0","0","2","12","6","1","7","7","2","13","6.5","1","7","7","1","6","6","2","11","5.5","0","0","0","11","62","5.6","2","9","4.5","4","16","4","1","3","3","0","0","0","7","28","4","3","13","4.3","3","18","6","3","16","5.3","0","0","0","9","47","5.2","2","14","7","29","151","5.2","51","2.6"
"서울특별시교육청","서울특별시교육청","서울특별시 송파구","S010000696","한국육영학교","05","사립","N","","1","3","3","0","0","0","2","14","7","2","13","6.5","2","12","6","2","13","6.5","2","13","6.5","2","12","6","0","0","0","13","80","6.2","2","14","7","2","12","6","2","14","7","0","0","0","6","40","6.7","2","16","8","2","15","7.5","2","16","8","0","0","0","6","47","7.8","4","31","7.8","29","198","6.8","49","3.3"
"서울특별시교육청","서울특별시교육청","서울특별시 강북구","S010000697","한빛맹학교","05","사립","N","","0","0","0","0","0","0","1","5","5","1","4","4","1","4","4","1","3","3","2","10","5","2","11","5.5","0","0","0","8","37","4.6","1","9","9","1","3","3","1","4","4","0","0","0","3","16","5.3","2","7","3.5","2","7","3.5","2","10","5","0","0","0","6","24","4","6","26","4.3","23","103","4.5","40","1.9"
"서울특별시교육청","서울특별시교육청","서울특별시 은평구","S010002477","은평대영학교","05","사립","N","","1","2","2","0","0","0","2","11","5.5","2","14","7","2","11","5.5","2","13","6.5","2","13","6.5","2","12","6","0","0","0","13","76","5.8","3","15","5","4","25","6.3","4","27","6.8","0","0","0","11","67","6.1","4","26","6.5","3","18","6","4","27","6.8","0","0","0","11","71","6.5","3","24","8","38","238","6.3","68","3.1"
"서울특별시교육청","서울특별시교육청","서울특별시 종로구","S010002520","서울경운학교","05","공립","N","","0","0","0","0","0","0","1","7","7","1","7","7","1","7","7","1","6","6","1","4","4","1","7","7","1","2","2","7","40","5.7","2","9","4.5","2","15","7.5","2","14","7","1","2","2","7","40","5.7","2","8","4","1","6","6","3","16","5.3","0","0","0","6","30","5","4","21","5.3","24","131","5.5","41","2.7"
"서울특별시교육청","서울특별시교육청","서울특별시 성북구","S010006331","서울다원학교","05","공립","N","","0","0","0","2","8","4","1","6","6","1","6","6","1","5","5","1","6","6","1","3","3","1","5","5","0","0","0","8","39","4.9","1","3","3","1","7","7","1","5","5","0","0","0","3","15","5","2","9","4.5","1","5","5","2","10","5","0","0","0","5","24","4.8","2","13","6.5","18","91","5.1","31","2.3"
"서울특별시교육청","서울특별시교육청","서울특별시 강북구","S010006400","서울효정학교","05","사립","N","","7","30","4.3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","30","4.3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","30","4.3","10","0"
"부산광역시교육청","부산광역시교육청","부산광역시 연제구","S020000563","부산동암학교","05","사립","N","","0","0","0","0","0","0","1","6","6","1","6","6","1","6","6","2","10","5","1","7","7","2","9","4.5","0","0","0","8","44","5.5","2","13","6.5","2","14","7","2","10","5","0","0","0","6","37","6.2","2","15","7.5","2","10","5","2","13","6.5","0","0","0","6","38","6.3","4","28","7","24","147","6.1","42","2.8"
"부산광역시교육청","부산광역시교육청","부산광역시 남구","S020000569","부산구화학교","05","사립","N","","9","27","3","0","0","0","1","6","6","1","6","6","1","11","11","1","6","6","1","4","4","1","7","7","0","0","0","15","67","4.5","1","6","6","2","9","4.5","2","8","4","0","0","0","5","23","4.6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","20","90","4.5","29","2.2"
"부산광역시교육청","부산광역시교육청","부산광역시 동래구","S020000573","부산맹학교","05","공립","N","","2","3","1.5","0","0","0","1","4","4","1","5","5","1","4","4","1","5","5","1","5","5","1","3","3","0","0","0","8","29","3.6","1","3","3","1","1","1","1","5","5","0","0","0","3","9","3","2","10","5","1","5","5","1","5","5","0","0","0","4","20","5","4","23","5.8","19","81","4.3","34","1.6"
"부산광역시교육청","부산광역시교육청","부산광역시 수영구","S020000577","부산배화학교","05","공립","N","","4","9","2.3","4","19","4.8","2","9","4.5","2","9","4.5","2","12","6","2","7","3.5","1","7","7","1","3","3","1","3","3","19","78","4.1","2","8","4","1","1","1","1","3","3","0","0","0","4","12","3","1","3","3","1","4","4","1","5","5","0","0","0","3","12","4","0","0","0","26","102","3.9","39","1.9"
"부산광역시교육청","부산광역시교육청","부산광역시 사하구","S020000581","부산천사의학교","05","사립","N","","8","31","3.9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8","31","3.9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8","31","3.9","12","0"
"부산광역시교육청","부산광역시교육청","부산광역시 남구","S020000582","부산혜남학교","05","공립","N","","3","8","2.7","1","1","1","3","15","5","2","11","5.5","2","9","4.5","2","11","5.5","2","12","6","1","4","4","0","0","0","16","71","4.4","3","12","4","3","13","4.3","3","15","5","0","0","0","9","40","4.4","2","12","6","2","13","6.5","3","20","6.7","0","0","0","7","45","6.4","4","18","4.5","36","174","4.8","58","2.5"
"부산광역시교육청","부산광역시교육청","부산광역시 남구","S020000586","부산혜성학교","05","공립","N","","0","0","0","0","0","0","2","8","4","2","12","6","1","6","6","1","6","6","1","6","6","3","13","4.3","0","0","0","10","51","5.1","2","11","5.5","2","10","5","2","11","5.5","0","0","0","6","32","5.3","3","18","6","4","25","6.3","5","35","7","0","0","0","12","78","6.5","6","41","6.8","34","202","5.9","61","2.6"
"부산광역시교육청","부산광역시교육청","부산광역시 서구","S020000590","부산혜송학교","05","공립","N","","0","0","0","0","0","0","2","7","3.5","5","7","1.4","1","5","5","2","8","4","2","8","4","3","17","5.7","0","0","0","15","52","3.5","2","11","5.5","2","12","6","2","13","6.5","0","0","0","6","36","6","2","9","4.5","2","9","4.5","3","15","5","0","0","0","7","33","4.7","4","27","6.8","32","148","4.6","52","2.3"
"부산광역시교육청","부산광역시교육청","부산광역시 강서구","S020000591","부산혜원학교","05","사립","N","","1","1","1","0","0","0","1","6","6","1","7","7","1","5","5","2","8","4","1","5","5","2","10","5","0","0","0","9","42","4.7","1","6","6","2","7","3.5","1","8","8","0","0","0","4","21","5.3","2","11","5.5","2","11","5.5","2","9","4.5","0","0","0","6","31","5.2","2","12","6","21","106","5","35","2.7"
"부산광역시교육청","부산광역시교육청","부산광역시 금정구","S020000596","부산은애학교","05","사립","N","","2","8","4","0","0","0","1","8","8","2","15","7.5","2","14","7","1","6","6","1","7","7","1","5","5","0","0","0","10","63","6.3","1","4","4","2","12","6","1","7","7","0","0","0","4","23","5.8","1","8","8","1","9","9","1","7","7","0","0","0","3","24","8","0","0","0","17","110","6.5","26","3.9"
"부산광역시교육청","부산광역시교육청","부산광역시 사상구","S020001869","부산솔빛학교","05","공립","N","","1","4","4","1","4","4","3","16","5.3","2","11","5.5","2","8","4","1","6","6","2","10","5","1","4","4","0","0","0","13","63","4.8","3","13","4.3","2","11","5.5","2","9","4.5","0","0","0","7","33","4.7","2","11","5.5","2","10","5","3","17","5.7","0","0","0","7","38","5.4","4","24","6","31","158","5.1","53","2.4"
"부산광역시교육청","부산광역시교육청","부산광역시 연제구","S020001876","부산두레학교","05","사립","N","","7","26","3.7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","26","3.7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","26","3.7","10","0"
"부산광역시교육청","부산광역시교육청","부산광역시 기장군","S020002011","부산성우학교","05","사립","N","","0","0","0","0","0","0","1","3","3","1","5","5","1","9","9","1","5","5","1","5","5","1","6","6","0","0","0","6","33","5.5","1","3","3","1","2","2","1","2","2","0","0","0","3","7","2.3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9","40","4.4","16","2.5"
"부산광역시교육청","부산광역시교육청","부산광역시 강서구","S020002139","부산한솔학교","05","공립","N","","3","12","4","0","0","0","2","13","6.5","2","12","6","3","15","5","2","12","6","4","19","4.8","2","12","6","0","0","0","18","95","5.3","2","11","5.5","3","17","5.7","3","18","6","0","0","0","8","46","5.8","3","15","5","3","17","5.7","3","16","5.3","0","0","0","9","48","5.3","4","27","6.8","39","216","5.5","63","2.8"
"부산광역시교육청","부산광역시교육청","부산광역시 기장군","S020002140","부산해마루학교","05","공립","N","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","20","5","4","22","5.5","3","19","6.3","0","0","0","11","61","5.5","3","23","7.7","4","22","5.5","5","33","6.6","0","0","0","12","78","6.5","6","38","6.3","29","177","6.1","55","2.5"
"대구광역시교육청","대구광역시교육청","대구광역시 수성구","S030000232","대구남양학교","05","공립","N","","0","0","0","0","0","0","2","10","5","4","24","6","2","12","6","4","20","5","2","11","5.5","2","10","5","3","10","3.3","19","97","5.1","3","17","5.7","3","18","6","4","22","5.5","1","5","5","11","62","5.6","3","17","5.7","3","15","5","3","15","5","2","8","4","11","55","5","6","66","11","47","280","6","80","2.7"
"대구광역시교육청","대구광역시교육청","대구광역시 북구","S030000233","대구성보학교","05","공립","N","","0","0","0","0","0","0","2","12","6","1","7","7","2","12","6","2","10","5","2","8","4","2","13","6.5","2","9","4.5","13","71","5.5","3","20","6.7","4","24","6","3","18","6","3","13","4.3","13","75","5.8","4","26","6.5","4","23","5.8","4","26","6.5","4","17","4.3","16","92","5.8","4","44","11","46","282","6.1","86","2.8"
"대구광역시교육청","대구광역시교육청","대구광역시 남구","S030001358","대구광명학교","05","사립","N","","1","1","1","0","0","0","1","1","1","1","3","3","1","5","5","1","3","3","1","3","3","1","5","5","0","0","0","7","21","3","1","3","3","1","3","3","1","2","2","0","0","0","3","8","2.7","1","2","2","1","2","2","1","5","5","0","0","0","3","9","3","4","28","7","17","66","3.9","27","1.4"
"대구광역시교육청","대구광역시교육청","대구광역시 남구","S030001359","대구보명학교","05","사립","N","","0","0","0","0","0","0","2","9","4.5","1","6","6","2","12","6","2","11","5.5","3","13","4.3","2","11","5.5","0","0","0","12","62","5.2","2","12","6","2","11","5.5","4","23","5.8","0","0","0","8","46","5.8","3","19","6.3","2","14","7","3","20","6.7","0","0","0","8","53","6.6","4","44","11","32","205","6.4","60","2.7"
"대구광역시교육청","대구광역시교육청","대구광역시 남구","S030001360","대구덕희학교","05","사립","N","","0","0","0","0","0","0","1","5","5","1","2","2","1","7","7","1","4","4","1","2","2","1","5","5","0","0","0","6","25","4.2","2","9","4.5","2","9","4.5","2","11","5.5","0","0","0","6","29","4.8","2","8","4","1","5","5","3","16","5.3","0","0","0","6","29","4.8","4","43","10.8","22","126","5.7","40","2.1"
"대구광역시교육청","대구광역시교육청","대구광역시 남구","S030001427","대구보건학교","05","사립","N","","0","0","0","0","0","0","2","7","3.5","1","3","3","1","6","6","1","6","6","1","4","4","1","5","5","0","0","0","7","31","4.4","2","13","6.5","1","6","6","2","12","6","0","0","0","5","31","6.2","2","10","5","2","14","7","2","12","6","0","0","0","6","36","6","3","22","7.3","21","120","5.7","37","2.6"
"대구광역시교육청","대구광역시교육청","대구광역시 동구","S030001428","대구선명학교","05","사립","N","","0","0","0","0","0","0","1","3","3","2","10","5","1","5","5","1","5","5","1","5","5","1","5","5","0","0","0","7","33","4.7","1","6","6","2","8","4","3","14","4.7","0","0","0","6","28","4.7","3","20","6.7","2","12","6","3","20","6.7","1","1","1","9","53","5.9","6","65","10.8","28","179","6.4","57","2"
"대구광역시교육청","대구광역시교육청","대구광역시 남구","S030001573","대구영화학교","05","사립","N","","1","2","2","0","0","0","1","3","3","1","2","2","1","4","4","1","2","2","1","1","1","1","4","4","0","0","0","7","18","2.6","1","6","6","1","5","5","1","3","3","0","0","0","3","14","4.7","1","4","4","1","7","7","2","9","4.5","0","0","0","4","20","5","2","8","4","16","60","3.8","25","2"
"대구광역시교육청","대구광역시교육청","대구광역시 달서구","S030001937","대구세명학교","05","공립","N","","2","6","3","0","0","0","4","24","6","3","14","4.7","2","12","6","3","18","6","4","23","5.8","1","7","7","1","0","0","20","104","5.2","2","10","5","3","18","6","2","13","6.5","1","0","0","8","41","5.1","5","29","5.8","5","35","7","3","22","7.3","0","0","0","13","86","6.6","4","42","10.5","45","273","6.1","83","2.7"
"인천광역시교육청","인천광역시교육청","인천광역시 부평구","S040000309","인천성동학교","05","사립","N","","6","16","2.7","0","0","0","1","3","3","1","4","4","1","3","3","1","6","6","2","11","5.5","1","3","3","0","0","0","13","46","3.5","1","4","4","1","3","3","1","3","3","0","0","0","3","10","3.3","1","2","2","1","1","1","1","2","2","0","0","0","3","5","1.7","0","0","0","19","61","3.2","24","1.9"
"인천광역시교육청","인천광역시교육청","인천광역시 연수구","S040000310","인천연일학교","05","공립","N","","2","5","2.5","0","0","0","1","6","6","4","18","4.5","3","16","5.3","1","4","4","1","7","7","2","7","3.5","3","14","4.7","17","77","4.5","2","10","5","2","11","5.5","2","11","5.5","2","7","3.5","8","39","4.9","2","12","6","3","15","5","3","21","7","3","8","2.7","11","56","5.1","5","47","9.4","41","219","5.3","60","2.8"
"인천광역시교육청","인천광역시교육청","인천광역시 부평구","S040000311","인천예림학교","05","사립","N","","0","0","0","0","0","0","1","2","2","1","7","7","1","8","8","1","7","7","1","7","7","1","6","6","0","0","0","6","37","6.2","2","12","6","2","10","5","2","15","7.5","0","0","0","6","37","6.2","2","11","5.5","2","14","7","3","22","7.3","0","0","0","7","47","6.7","4","33","8.3","23","154","6.7","40","3"
"인천광역시교육청","인천광역시교육청","인천광역시 부평구","S040000313","인천은광학교","05","사립","N","","0","0","0","0","0","0","1","3","3","1","5","5","2","8","4","1","5","5","1","7","7","2","14","7","4","16","4","12","58","4.8","1","7","7","1","7","7","1","6","6","2","8","4","5","28","5.6","1","8","8","1","6","6","2","10","5","0","0","0","4","24","6","2","12","6","23","122","5.3","36","3.1"
"인천광역시교육청","인천광역시교육청","인천광역시 계양구","S040000314","인천인혜학교","05","공립","N","","1","1","1","0","0","0","3","13","4.3","1","4","4","3","15","5","2","10","5","2","9","4.5","2","11","5.5","4","16","4","18","79","4.4","2","11","5.5","2","10","5","4","23","5.8","0","0","0","8","44","5.5","3","22","7.3","3","20","6.7","4","30","7.5","0","0","0","10","72","7.2","6","52","8.7","42","247","5.9","63","3.1"
"인천광역시교육청","인천광역시교육청","인천광역시 부평구","S040000315","인천혜광학교","05","사립","N","","2","6","3","0","0","0","1","2","2","1","2","2","1","3","3","1","1","1","1","3","3","1","2","2","0","0","0","8","19","2.4","2","7","3.5","1","3","3","2","7","3.5","0","0","0","5","17","3.4","2","9","4.5","1","4","4","1","7","7","0","0","0","4","20","5","7","37","5.3","24","93","3.9","35","1.4"
"인천광역시교육청","인천광역시교육청","인천광역시 남동구","S040001819","미추홀학교","05","공립","N","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","24","6","3","18","6","6","34","5.7","2","5","2.5","15","81","5.4","12","97","8.1","27","178","6.6","45","1.8"
"인천광역시교육청","인천광역시교육청","인천광역시 남동구","S040002245","인천청선학교","05","공립","N","","2","7","3.5","0","0","0","4","26","6.5","4","25","6.3","4","24","6","3","18","6","3","17","5.7","2","12","6","3","9","3","25","138","5.5","5","22","4.4","5","33","6.6","3","18","6","0","0","0","13","73","5.6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","38","211","5.6","56","3.6"
"인천광역시교육청","인천광역시교육청","인천광역시 남구","S040002258","인천청인학교","05","공립","N","","2","8","4","0","0","0","4","23","5.8","5","27","5.4","3","18","6","2","12","6","2","13","6.5","2","12","6","4","14","3.5","24","127","5.3","2","10","5","4","22","5.5","3","15","5","0","0","0","9","47","5.2","3","21","7","4","25","6.3","2","14","7","0","0","0","9","60","6.7","4","26","6.5","46","260","5.7","70","3.2"
"광주광역시교육청","광주광역시교육청","광주광역시 광산구","S050000640","광주선광학교","05","공립","N","","0","0","0","3","10","3.3","3","18","6","3","16","5.3","3","15","5","4","22","5.5","3","18","6","4","23","5.8","0","0","0","23","122","5.3","4","25","6.3","4","21","5.3","4","22","5.5","1","3","3","13","71","5.5","5","32","6.4","2","13","6.5","4","27","6.8","1","2","2","12","74","6.2","4","41","10.3","52","308","5.9","85","3"
